,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
32322,TRUE,,,,,,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,,2,,TRUE,TRUE,,,,02GXtLDFGbDI3GRvxH_znA,"Fast Food,Restaurants",Edinburgh,"57 Clerk Street
Newington
Edinburgh EH8 9JQ","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}","{u'close': u'23:00', u'open': u'16:30'}",55.9418341,-3.1820005,Gili Gulu Chinese Takeaway,Newington,FALSE,5,4,EDH,business
32325,TRUE,,,full_bar,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,TRUE,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",3,,,TRUE,TRUE,TRUE,,t7-vFrnBdN6Cn5XU4X3cgw,"American (New),Restaurants",Edinburgh,"103-105 Dalry Road
West End
Edinburgh EH11 2AB","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}","{u'close': u'22:00', u'open': u'17:00'}",55.9435255,-3.2192103,The Sizzling Scot,"West End,Haymarket",FALSE,8,4,EDH,business
32331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,8A-rkp1PuTefSSS8PmuE1A,"Fish & Chips,Restaurants",Edinburgh,"538 Gorgie Road
Edinburgh EH11 3AL","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}","{u'close': u'22:30', u'open': u'06:30'}",55.930949,-3.253789,Chesser Fish & Chips,,TRUE,4,2,EDH,business
32336,,,,,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,TRUE,,,,,,,,,,2,,,,FALSE,,,1dsO4GdGe7OKrXmd9nfneg,"Fast Food,Restaurants",Edinburgh,"52-54 Rodney Street
Cannonmills
Edinburgh EH7 4DX","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}","{u'close': u'23:30', u'open': u'16:00'}",55.9618735,-3.1951642,Bodrum Express,Cannonmills,TRUE,4,4,EDH,business
32337,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,FALSE,TRUE,free,orGRPvQADIXQ3B5g-os7Mg,"Delis,Breakfast & Brunch,Restaurants",Edinburgh,"7 Barony Street
New Town
Edinburgh EH3 6PD","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",55.9581426,-3.1900934,Broughton Delicatessen and Café,New Town,TRUE,26,4,EDH,business
32343,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,,syQJzSlYZJPEBQwHO36JzQ,"Food,Breakfast & Brunch,Coffee & Tea,Delis,Restaurants",Edinburgh,"47 Newhaven Main St
Leith
Edinburgh EH6 4NQ","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}",55.9802323,-3.1978252,Porto & Fi,Leith,TRUE,21,3.5,EDH,business
32346,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,loud,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,,,HrE5xI3c0B1Sln98GLCkXA,"French,Restaurants",Edinburgh,"109 Hanover Street
New Town
Edinburgh EH2 1LH","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'00:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9546842,-3.1975423,Chez Jules,New Town,TRUE,27,4,EDH,business
32348,,,,full_bar,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,,TRUE,TRUE,TRUE,,OJv3-pdokbqhowMmZaeHCg,"French,Restaurants",Edinburgh,"208 Bruntsfield Place
Edinburgh EH10 4DE","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.9356609,-3.2102639,Howies Restaurant,,FALSE,12,3.5,EDH,business
32355,,,,,,casual,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TLE7d83pJqOwF6k3jetc4g,"Fast Food,Restaurants",Edinburgh,"175 Dalry Road
Haymarket
Edinburgh EH11 2EB",,,,,,,,55.9414104,-3.2232054,Kimmy's Takeaway,Haymarket,TRUE,4,4,EDH,business
32356,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,FALSE,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",FALSE,TRUE,TRUE,,TRUE,TRUE,"{u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}",loud,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,TRUE,free,YqcuQo15ZOofCMtabalkTw,"Wine Bars,Bars,Nightlife,Restaurants",Edinburgh,"2 West Crosscauseway
Newington
Edinburgh EH8 9JW","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}","{u'close': u'01:00', u'open': u'11:00'}",55.94406084,-3.185028733,56 North,Newington,TRUE,36,3,EDH,business
32357,,,,,,casual,,,,,,,,,,,,,,,,,,,,,,FALSE,,2,,,,,,,DrZ8rReiyTsLXoLr42APBA,"Greek,Mediterranean,Restaurants",Edinburgh,"89 Hanover Street
New Town
Edinburgh EH2 1EE",,,,,,,,55.954171,-3.1974478,Athena Greek Restaurant,New Town,FALSE,6,3.5,EDH,business
32375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,MNvWKHVUD9Kbo39tnDTLHg,"Fast Food,Restaurants",Edinburgh,"134 Ferry Road
Leith
Edinburgh EH6 4PQ",,,,,,,,55.9744586,-3.1855785,Ginger Express,Leith,TRUE,3,3.5,EDH,business
32381,,,,,,casual,,,,,,,,,,,,,,TRUE,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",,,,,,,,EXqWV2Dr91zN5MMs7wTXOw,"Thai,Restaurants",Edinburgh,"15 Dalry Road
West End
Edinburgh EH11 2BQ","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}","{u'close': u'23:00', u'open': u'17:30'}",55.9454033,-3.2170859,Chiang Mai,"West End,Haymarket",FALSE,8,3.5,EDH,business
32388,TRUE,,,beer_and_wine,,casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,iFn4JThr3LYZxgsgDZ4Nww,"Restaurants,Italian",Edinburgh,"Dalry Road
Haymarket
Edinburgh EH11 2AX","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'12:00'}",,"{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",55.942599,-3.2214644,La Partenope,Haymarket,FALSE,7,4,EDH,business
32389,TRUE,,,none,,casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,FALSE,,2,,TRUE,TRUE,TRUE,,,zEqHsS91hOcNTXtm70qQ4w,"Chinese,Restaurants",Edinburgh,"83 Slateford Road
Edinburgh EH11 1QR",,,,,,,,55.93391481,-3.233379696,I-Ching,,TRUE,5,2,EDH,business
32398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,dnW_G3RvkYh-gSV0JEydsA,"Fast Food,Restaurants",Edinburgh,"207-211 West Granton Road
Edinburgh EH5 1PD","{u'close': u'01:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'01:00', u'open': u'16:00'}",,"{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}",55.9785383,-3.2321558,Javit's,,TRUE,10,4,EDH,business
32409,FALSE,,,none,,,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,,,FALSE,no,H_qYAy_B8OlrCDMklf0M5A,"Fish & Chips,Restaurants",Edinburgh,"43-45 Leith Walk
Leith
Edinburgh EH6 8LS","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'15:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}",55.9697804,-3.1721802,Mermaid Fish Bar,Leith,TRUE,4,3.5,EDH,business
32416,TRUE,,,,,,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,FALSE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",4,,TRUE,FALSE,,,no,FLsvIusNl3NZ6gxuXaajSA,"Fast Food,Chicken Wings,Restaurants",Edinburgh,"134-137 Leith Walk
Leith
Edinburgh EH6 8NP","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}","{u'close': u'23:00', u'open': u'10:30'}",55.9682834,-3.1739352,KFC,Leith,TRUE,4,3.5,EDH,business
32423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,nPWXDDsQdbvPArIwtY4hAQ,"Fast Food,Restaurants",Edinburgh,"162 Gorgie Road
Edinburgh EH11 2NT","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",55.9380688,-3.2321024,Wendy's,,FALSE,3,3.5,EDH,business
32430,TRUE,,,,,,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",3,,TRUE,FALSE,,,,ZvFi_R1rg260tgRKSU_6yw,"Indian,Restaurants",Edinburgh,"27 Roseburn Terrace
Haymarket
Edinburgh EH12 5NG",,,,,,,,55.9455474,-3.2344601,Delta Indian Takeway,Haymarket,TRUE,5,4,EDH,business
32436,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,FALSE,,,TRUE,TRUE,,,FALSE,,very_loud,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,TRUE,paid,nSz7ukSlo9mW6YJdvb5mRw,"Fast Food,American (Traditional),Restaurants",Edinburgh,"3-5 S St Andrew St
New Town
New Town
Edinburgh EH2 2AU","{u'close': u'03:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'03:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}","{u'close': u'02:00', u'open': u'05:00'}",55.9534584,-3.1912552,McDonald's,New Town,TRUE,7,2.5,EDH,business
32439,,,,none,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,,,,,1RxsOdiWyIkA8B2_K3Df6w,"Sandwiches,Restaurants",Edinburgh,"5 Buccleuch Street
Newington
Edinburgh EH8 9JN",,,,,,,,55.9434414,-3.1845431,Lagermans Takeaway Sandwich Bar,Newington,TRUE,4,5,EDH,business
32443,TRUE,,,full_bar,,,,,,,,,,,,,,FALSE,,,,,FALSE,"{u'dj': False, u'background_music': False, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,,TRUE,TRUE,,,r_F1jMySiWH2qpaNVvORJg,"Pubs,Seafood,Bars,Nightlife,Restaurants",Edinburgh,"100 Lindsay Road
Newhaven
Leith
Edinburgh EH6 4TZ","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:30'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9806251,-3.1933952,Famous Peacock Inn,Leith,TRUE,14,3,EDH,business
32447,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,TRUE,,,,EOchIu8KPD1SO39mT8-JlQ,"Pakistani,Indian,Restaurants",Edinburgh,"38 Mayfield Gardens
Edinburgh EH9 2BY",,,,,,,,55.9312719,-3.1718485,Delhi Diner,,TRUE,3,4,EDH,business
32454,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,TRUE,,FALSE,FALSE,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,TRUE,FALSE,FALSE,TRUE,no,bqPXsuVziCGKUPUHUkGyYQ,"Fast Food,Fish & Chips,Restaurants",Edinburgh,"7 Henderson Row
Stockbridge
Edinburgh EH3 5DH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.96037754,-3.201440911,L'Alba D'Oro,Stockbridge,TRUE,22,4,EDH,business
32455,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",FALSE,TRUE,TRUE,,FALSE,TRUE,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",average,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,,free,72aMHZszkTpCV_c5VwPiZA,"Bistros,Bars,British,Pubs,Nightlife,Restaurants",Edinburgh,"69 Lauriston Farm Road
Edinburgh EH4 5EX","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'22:30', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}","{u'close': u'23:00', u'open': u'08:00'}",55.97130234,-3.274453982,Toby Carvery,,TRUE,10,3,EDH,business
32458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436HzbOivpoGJ3RlXA783Q,"Chinese,Restaurants",Edinburgh,"324 Portobello High Street
Edinburgh EH15 2DA","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}",55.951167,-3.1076262,Chi Wai Chinese Restaurant,,TRUE,3,4.5,EDH,business
32465,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,FALSE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,TRUE,no,urA0ALJ9edifkCgfjdjf9w,"Fast Food,Restaurants",Edinburgh,"82 S Clerk St
Newington
Edinburgh EH8 9PT","{u'close': u'15:00', u'open': u'12:00'}","{u'close': u'19:00', u'open': u'12:00'}",,,"{u'close': u'19:00', u'open': u'12:00'}","{u'close': u'19:00', u'open': u'12:00'}","{u'close': u'19:00', u'open': u'12:00'}",55.9396097,-3.1800291,Potatoland,Newington,TRUE,11,3.5,EDH,business
32471,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,loud,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,no,LlZZJGe_ToqxLefdOqsvaA,Restaurants,Edinburgh,"254 Portobello High Street
Edinburgh EH15 2AT","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}","{u'close': u'15:00', u'open': u'10:30'}",55.9519766,-3.110367,Reds Family Restaurant,,TRUE,4,4.5,EDH,business
32472,TRUE,,,beer_and_wine,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,HRzWNlAHYYjkcG5NkaBgXw,"Vegetarian,Restaurants",Edinburgh,"13 - 17 Brighton Place
Edinburgh EH15 1LH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9524824,-3.1147012,Bonoful Restaurant,,TRUE,3,5,EDH,business
32473,FALSE,,,none,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,TRUE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",1,,,,,TRUE,no,fDfNhIcSvz8AOCyxxcdF_w,"Cafes,Restaurants",Edinburgh,"42 Dundas Street
New Town
Edinburgh EH3 6JN","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'10:00'}",,"{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}",55.9575435,-3.1996994,Ravenous,New Town,TRUE,3,4.5,EDH,business
32477,TRUE,,,,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3,,,,,TRUE,,_lYyBi-Re6LPW333Orl6rA,"Delis,Restaurants",Edinburgh,"127-129 Portobello High Street
Edinburgh EH15 1AF",,,,,,,,55.9533133,-3.1155627,Kitchener's Delicatessen,,FALSE,5,4,EDH,business
32478,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,,no,kSUYNayaf27F4yFzbul96w,"Restaurants,Canadian (New),Italian",Edinburgh,"158 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4ER","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9364131,-3.2084576,Papilio,Bruntsfield,TRUE,20,4.5,EDH,business
32482,FALSE,,,none,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,p0GA5IkkFpVH-4WLoSOfhQ,"Fish & Chips,Restaurants",Edinburgh,"90 Walter Scott Avenue
Edinburgh EH16 5RL",,,,,,,,55.9218907,-3.1541954,Walter Scott Fry,,FALSE,3,4.5,EDH,business
