,name,address,zip,minrate,maxrate,longitude,latitude,desc_en
34073,Aonach Mor Guest House,14 Kilmaurs Terrace,EH16 5DR,28,119,-3.166268617,55.93437755,"Offering free on street parking just 1 mile from Edinburgh’s centre, Aonoach Mor offers free Wi-Fi and freshly cooked, award-winning Full Scottish breakfasts."
34417,Dalry Guesthouse,"10 West End Place, Dalry Road",Eh11 2ED,50,80,-3.221727312,55.94182282,"In a quiet area, a 10-minute drive from the centre of Edinburgh and 5 minutes’ walk from Haymarket Rail Station, Dalry Guesthouse has free Wi-Fi and luggage storage."
36340,The Edinburgh Address Apartments,"Various Locations, Office at 16 Rutland Square",EH1 2BB,102,520,-3.209403902,55.94838281,The Edinburgh Address is the name of a collection of city centre apartments in Scotland's capital.
36658,22 Chester Street,22 Chester Street,EH3 7RA,44.1,120,-3.216319978,55.94970444,"Overlooking St Mary’s Cathedral, 22 Chester Street is situated in Edinburgh’s Georgian West End and features a garden area, Georgian furnishings and free WiFi in public areas. Edinburgh city centre can be reached in a 10-minute walk."
37425,St Bernard's House,22 Saint Bernard's Crescent ,EH4 1NS,34,193,-3.213208616,55.95730067,"Located in Edinburgh’s Stockbridge area in New Town, St Bernard's House is less than 1 mile from Princes Street’s shops. The bars and restaurants on George Street can be reached in 10 minute's walk."
37562,Carberry Tower Mansion House and Estate,"by Musselburgh, East Lothian",EH21 8PY,69,289,-3.020656854,55.9161587,"This 15th-century castle dates back to Mary, Queen of Scots, and is set in 35 acres of stunning parkland. Edinburgh city centre is 8 miles from Carberry Tower.  Rooms at the magnificent Carberry Tower are all unique and traditional in style."
37760,McCrae's Bed and Breakfast,44 East Claremont St,EH7 4JR,65,330,-3.191828728,55.96219534,"Located in Edinburgh's historic New Town and 15 minutes’ walk from the city centre, the family-run McCrae's Bed and Breakfast is a traditional 19th-century property with a mix of period and modern features."
38585,Edinburgh Central Youth Hostel,9 Haddington Place,EH7 4AL,22,149,-3.183226883,55.95974883,"The 5-star Edinburgh Central Youth Hostel is just 0.5 miles from the shops of Princes Street and Edinburgh Rail Station. It provides a licensed café and restaurant, a shared kitchen and modern rooms with private shower rooms."
38827,Destiny Scotland - Q-Residence,21 & 23 & 35 Queen Street,EH2 1JX,105,365,-3.199521303,55.9546271,"Situated half a mile from Waverley railway station, Q-Residence offers self-catering apartments with free Wi-Fi. Edinburgh Airport is 7 and half miles away and there are regular bus services to and from the airport."
39218,Palace Residential Lets,5 Rosebery Crescent,EH12 5JP,72,150,-3.219411224,55.94615021,"Just 100 metres from Haymarket Rail Station, this Victorian townhouse is home to bright, studio apartments with free Wi-Fi. 10 minutes’ walk from the shops of Princes Street, the apartments feature fully equipped kitchens."
39897,Barony House,20 Mayfield Gardens,EH9 2BZ,63,120,-3.172625452,55.93187745,"Set in a Victorian terraced villa, this guest accommodation offers free private parking just 1 mile from Edinburgh’s city centre. Freshly brewed tea and coffee and organic eggs cooked any way are on the breakfast menu."
40797,Residence Inn by Marriott Edinburgh,"36 Simpson Loan, Quartermile",EH3 9GG,89,275,-3.193030357,55.94390697,"Residence Inn by Marriott Edinburgh has a central Edinburgh location, just 10 minutes’ walk from the Royal Mile. Free Wi-Fi is available throughout the building, and there is an on-site fitness centre."
42191,Clarin Guest House,4 East Mayfield,EH9 1SD,48,145,-3.173102885,55.93402448,"With free private parking and free Wi-Fi, a 30-minute walk from the centre of Edinburgh, Clarin Guest House boasts an impressive winding staircase, a 32-inch flat-screen TV in its bedrooms, and modern bathrooms."
43819,Meadowlets Apartment,28 Warrender Park Terrace,EH9 1EE,,250,-3.198750168,55.93913316,"Overlooking the Bruntsfield Links parkland, Meadowlets is less than a 20-minute walk from Edinburgh Castle and the Royal Mile. With large windows and spacious rooms, this apartment also has an iPod dock, a flat-screen TV in the living room."
43894,No. 11 Boutique Hotel,11 Brunswick St,EH7 5JB,50,305,-3.17979902,55.95895457,"Situated just 10 minutes’ walk from Edinburgh city centre, No. 11 is a Georgian townhouse with a private garden, a 24-hour reception and an onsite restaurant."
44633,Claremont House,3 South Lauder,EH9 2LL,105,150,-3.182318956,55.9317024,"With free Wi-Fi in public areas and free parking on site, this charming Victorian house is situated in a quiet, leafy area of Edinburgh’s city centre. It is surrounded by large gardens, and has a drawing room with an open fire and period features."
45234,Premier Inn Edinburgh Princes Street,122 - 123 Princes Street,EH2 4AD,69.5,190.5,-3.203861117,55.95091789,"With picturesque views of historic Edinburgh Castle, Premier Inn Edinburgh Princes Street is situated in the main shopping district, and a 15-minute walk from The Royal Mile."
46809,Alba Hills Guest House,33 Mayfield Gardens,EH9 2BX,42.5,160,-3.17201525,55.93181659,"This family-run Victorian house is situated in a leafy area of Edinburgh’s city centre. It dates back to 1862 and retains charming original features like ornate ceilings, as well as boasting free Wi-Fi and free limited parking on site."
47122,Braveheart Guest House,26 Gilmore Place,EH3 9NQ,27,130,-3.206709623,55.94155168,"Situated in central Edinburgh, Braveheart Guest House is 10 minutes’ walk from the International Conference Centre and 20 minutes’ walk from the castle. There is limited free parking on site, and free Wi-Fi in public areas."
47976,Brothaigh House,18 Craigmillar Park,EH16 5PS,70,165,-3.169657588,55.92899927,"Located on one of the main bus routes into Edinburgh city centre, this bed and breakfast has en suite rooms with free Wi-Fi access and a flat-screen TV."
48177,Edinburgh City Escapes by Reserve Apartments,16 Rutland Square (Office Address),EH1 2BB,72,600,-3.209348917,55.94839715,"Located across Edinburgh city centre, each of the Edinburgh City Escapes by Reserve Apartments has free Wi-Fi. All apartments are within easy reach of the attractions and experiences that Edinburgh has to offer."
49418,New Arthur Place - Self catering Flats,New Arthur Place,EH8 9TH,,,-3.181335926,55.94723611,"New Arthur Place offers self-catering flats in the heart of Edinburgh, just 500 metres from the Scottish Parliament and less than a 10-minute walk from Edinburgh's famous Royal Mile."
1961,51/8 Cockburn Street,Cockburn Street,EH1 1BS,110,,-3.188924201,55.95068956,"Just 2 minutes’ walk from Princes Street Gardens, 51/8 Cockburn Street enjoys a central location in Edinburgh Old Town.  Less than half a mile from Edinburgh Castle, this contemporary ground floor apartment has free Wi-Fi."
2417,Caravel Guest House,30 London Street Edinburgh,EH3 6NA,46,,-3.1926825,55.9592492,"Situated in the centre of picturesque Edinburgh, this Georgian house is less than 15 minutes’ walk from the popular shops of Prince’s Street. It boasts free Wi-Fi available throughout."
2637,Mackenzie Guest house,2 East Hermitage Place,EH6 8AA,40,,-3.1627971,55.9691152,"Less than 10 minutes’ drive from the centre of Edinburgh, overlooking Leith Links, Mackenzie Guest house offers free Wi-Fi and Scottish breakfasts cooked to order. There is free on-street parking available to guests."
3251,International Guest House,37 Mayfield Gardens,EH9 2BX,47,,-3.171803355,55.9316746,"Just under 2 miles from Edinburgh city centre and Edinburgh Rail Station, International Guest House is a traditional Scottish property offering full Scottish breakfasts and free Wi-Fi in public areas."
3813,Starvilla,36 Gilmore Place,EH3 9NQ,50,,-3.20731882,55.94148191,"Situated 1 mile from the city centre, Edinburgh Castle and Prince’s Street, Starvilla is a small, family-run guest house offering rooms with free Wi-Fi; free parking is available upon request."
6229,Destiny Student - Cowgate,"Ziggurat Wellgate House 200 Cowgate Edinburgh, United Kingdom",EH1 1NQ,,,-3.187491931,55.94872682,"Destiny Student - Cowgate offer purpose-built student accommodation in the heart of Edinburgh’s Old Town, a UNESCO World Heritage Site. Edinburgh Castle and Waverley Station are both within a 10-minute walk of the property."
10444,Regis Guest House,57 Gilmore Place,EH3 9NT,30,,-3.207952827,55.94119492,"Built in the 18th century, the family-run Regis Guest House is located a 30-minute walk from Edinburgh Rail Station and city centre, and offers free Wi-Fi and colourful bedrooms."
11504,City Centre - New Town Apartment,6A Dundonald Street,EH1 3EP,89.25,,-3.197027778,55.95945505,"City Centre - New Town Apartment is set in Edinburgh’s charming New Town, 5 minutes’ walk from Princes Street’s shops. This modern apartment opens onto a private patio."
11795,Classic Guest House,"50 Mayfield Road, Edinburgh",EH9 2NH,55,,-3.176914975,55.93124678,"Situated 10 minutes’ from Edinburgh city centre, Classic Guest House is a Victorian era town house which has retained many of its original period features. Located in a quiet residential area, it offers free Wi-Fi throughout."
12921,Palmerston Suites,37 Palmerston Place,EH12 5AU,69.3,,-3.218425512,55.94946265,"Situated a 5-minute walk from Haymarket Railway Station, Palmerston Suites are set in an elegant Georgian townhouse, boasting stylish, self-catering accommodation with free Wi-Fi access."
13540,Heriott Park Apartments,254-258 Ferry Road,EH5 3AN,150,,-3.2031602,55.9719348,"Boasting scenic views of the Royal Mile, Edinburgh Castle, Arthur's Seat and Calton Hill, Herriott Park Apartments offers spacious accommodation with free Wi-Fi and access to free public parking."
14088,A Georgian Residence,11 Moray Place,EH3 6DT,80,,-3.208182156,55.95547477,"Situated 10 minutes’ walk from Edinburgh Castle and the West Princes Street Gardens, Moray Place offers B&B accommodation with free Wi-Fi."
15582,Edinburgh House,11 Mcdonald Road,EH7 4LX,75,,-3.181262165,55.96175545,"In the centre of Edinburgh, 15 minutes’ walk from the shops of Prince’s Street and Waverly Rail Station, this traditional guest house has free Wi-Fi throughout."
15898,Old Town Chambers,Roxburgh's Court,EH1 1LW,138,,-3.191201761,55.95000195,"Boasting a central location in Edinburgh, a 2-minute walk from Waverley railway station and a 5-minute walk from Edinburgh Castle, The Old Town Chambers apartment development offers modern, luxury apartments with free Wi-Fi."
16905,Mount Ceres,3 Lower Broomieknowe Lasswade,EH181LW,50,,-3.111747935,55.87850887,"Located 7 miles from Edinburgh centre, Mount Ceres sits in a Victorian villa with a garden where guests can go for a stroll. It is in the heart of Broomieknowe conservation area, on the edge of Lasswade picturesque village."
17841,Blackfriars Apartment,55 Blackfriars Street,EH1 1NB,115.2,,-3.1856837,55.9493585,"A stylish and centrally located 2-bedroom apartment, Blackfriars Apartment in Edinburgh’s Old Town is a 5-minute walk from Princes Street. Edinburgh Castle, the vibrant Grassmarket and Waverley Train Station are all less than 10 minutes away."
19755,Dalmore Lodge Guest House,14 Downie Terrace,EH12 7AU,50,,-3.267895908,55.94213789,Dalmore Lodge Guest House is set opposite Edinburgh Zoo. This Victorian terraced villa is just over 3 miles from central Edinburgh and a 10-minute drive from Edinburgh Airport.  The rooms offer a flat-screen TV and tea and coffee making facilities.
20587,Rutherford House,West Linton,EH46 7AS,90,,-3.343277,55.776187,"Rutherford House Bed and Breakfast is at the foot of the Pentland Hills, a quiet location on the edge of the Scottish Borders."
20900,23 Mayfield,"23 Mayfield Gardens, Newington",EH9 2BX,89,,-3.172673732,55.93239806,"Situated just 1 mile from Edinburgh city centre and the Royal Mile, the family-run 23 Mayfield offers free Wi-Fi and free private parking. This detached Victorian guest house boasts a garden hot tub and retains many original features."
22903,Almond House Lodge,46 Marine Drive,EH4 5EP,35.1,,-3.269064277,55.97836014,"Overlooking the River Forth and with breathtaking views of Fife and Cramond Island, this B&B is just 15 minutes’ drive from Edinburgh. It is set in its own grounds, and boasts free parking on site."
23146,Destiny Student - Meadow Court,13 Sciennes,EH9 1NH,,,-3.182776943,55.93933161,"Situated 10 minutes’ walk away from the University of Edinburgh and George Square, Destiny Student - Meadow Court offers private and shared accommodation with free WiFi.  Private apartments feature a bathroom, kitchen and living room."
26176,Edinburgh City Residences by Reserve Apartments,16 Rutland Square (Office Address),EH1 2BB,65,,-3.21713537,55.95633743,"Situated in various North Edinburgh locations, City Residences offers self-catering apartments within 10 minutes’ drive from Edinburgh Waverley railway station, and 15 minutes’ walk from the iconic castle."
26868,Royal Mile Backpackers,105 High Street,EH11SG,12.1,,-3.188796,55.94999,"Five minutes’ walk from Edinburgh Station and less than 10 minutes from Edinburgh Castle, Royal Mile Backpackers enjoys a central location surrounded by bars, cafés and restaurants."
27257,Swanlake Guest House,106 Ferry Road,EH6 4PG,44,,-3.184354752,55.97469596,"Situated a 3-minute drive from Edinburgh Western Harbour, the Swanlake Guest House offers rooms with free parking, free Wi-Fi, and easy access to the city centre, less than 2 miles away."
27871,Edinburgh Church Apartments,17/4 & 15/1 Caledonian Road,EH11 2DA,117,,-3.216458112,55.94375901,"Located 5 minutes’ walk from Haymarket railway station, Edinburgh Church boasts 2 luxury apartments 1 mile from the city centre. Sympathetically refurbished, these apartments maintain some original features or the former church."
