,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,cusine,zip
32472,True,,,beer_and_wine,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,HRzWNlAHYYjkcG5NkaBgXw,"Vegetarian,Restaurants",Edinburgh,"13 - 17 Brighton Place
Edinburgh EH15 1LH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9524824,-3.1147012,Bonoful Restaurant,,True,3,5.0,EDH,business,Vegetarian,EH15
32473,False,,,none,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,True,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",1.0,,,,,True,no,fDfNhIcSvz8AOCyxxcdF_w,"Cafes,Restaurants",Edinburgh,"42 Dundas Street
New Town
Edinburgh EH3 6JN","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'10:00'}",,"{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}",55.9575435,-3.1996994,Ravenous,New Town,True,3,4.5,EDH,business,Cafes,EH3
32477,True,,,,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3.0,,,,,True,,_lYyBi-Re6LPW333Orl6rA,"Delis,Restaurants",Edinburgh,"127-129 Portobello High Street
Edinburgh EH15 1AF",,,,,,,,55.9533133,-3.1155627,Kitchener's Delicatessen,,False,5,4.0,EDH,business,Delis,EH15
32478,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,,False,True,True,,no,kSUYNayaf27F4yFzbul96w,"Restaurants,Canadian (New),Italian",Edinburgh,"158 Bruntsfield Place
Bruntsfield
Edinburgh EH10 4ER","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9364131,-3.2084576,Papilio,Bruntsfield,True,20,4.5,EDH,business,Italian,EH10
32482,False,,,none,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,p0GA5IkkFpVH-4WLoSOfhQ,"Fish & Chips,Restaurants",Edinburgh,"90 Walter Scott Avenue
Edinburgh EH16 5RL",,,,,,,,55.9218907,-3.1541954,Walter Scott Fry,,False,3,4.5,EDH,business,Fish & Chips,EH16
32490,,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,True,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",1.0,,True,False,False,,,zUcTDtH6P4RlWRvJ4pweQg,"Delis,Restaurants",Edinburgh,"194 Portobello High Street
Edinburgh EH15 1EX",,,,,,,,55.9525483,-3.1132512,Deli 194,,True,4,3.5,EDH,business,Delis,EH15
32494,True,,,none,,casual,,,,,,,True,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,True,,,False,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,True,no,_YwaJy2wtry7kds0VwvJ4Q,"Fast Food,Fish & Chips,Restaurants",Edinburgh,"5-7 Comely Bank Road
Craigleith
Stockbridge
Edinburgh EH4 1DR",,,,,,,,55.9592153502,-3.2146995351,Franco's Chip Shop,Stockbridge,True,16,4.0,EDH,business,Fast Food,EH4
32506,True,,,full_bar,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,False,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,True,,56_uqCzMcaBu1WxgoS8Xuw,"Pakistani,Indian,Restaurants",Edinburgh,"190 Causewayside
Newington
Edinburgh EH9 1PN","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}",55.9355591,-3.1798526,Pataka Restaurant,Newington,True,11,4.5,EDH,business,Indian,EH9
32507,True,,,,,,,,,,,,True,,,False,,,,,,,,,,,,,,1.0,,True,,,,,yS5MXTyFYeD0ipI9vUPIyw,"Fast Food,Restaurants",Edinburgh,"11 Bernard Street
Leith
Edinburgh EH6 6PW","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}",55.9756,-3.16739,Pierinos Take Away Food Shops,Leith,True,3,2.5,EDH,business,Fast Food,EH6
32513,True,,,beer_and_wine,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,False,,,False,,,,,False,,2.0,,False,True,True,True,no,73YvRCWay6GHGQ7oxMxFQQ,"British,Restaurants",Edinburgh,"97-101 Dalry Road
West End
Edinburgh EH11 2AB","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",,"{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",55.9435255,-3.2192103,First Coast,"West End,Haymarket",True,24,4.0,EDH,business,British,EH11
32518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYSi8a4-NABF5X_nqOXG5g,"Bars,Pubs,Nightlife,Fast Food,Sports Bars,Restaurants",Edinburgh,"536 Gorgie Road
Midlothian
Edinburgh EH11 3AL",,,,,,,,55.9340783,-3.2445577,Chessers Inn,,True,4,3.5,EDH,business,Pubs,EH11
32520,True,,,,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,quiet,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,T5dnLW29cS6AHHorpx0Mvg,"Japanese,Restaurants",Edinburgh,"26-30 Potterrow
Newington
Edinburgh EH8 9BT","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",,"{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9454859,-3.1867635,Koi Japanese Restaurant,Newington,False,10,2.5,EDH,business,Japanese,EH8
32525,True,,,none,,,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,False,,2.0,,True,False,,,,XmF4RnQmMr7CX9wQVUFa3Q,"Food,Food Delivery Services,Indian,Restaurants",Edinburgh,"6 Howard Street
Stockbridge
Edinburgh EH3 5JP","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:30', u'open': u'17:00'}",55.9629643,-3.2005822,Eastern Spices,Stockbridge,True,3,4.5,EDH,business,Indian,EH3
32527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J-EQS4IM5pETROThj4qbIg,"Cafes,Restaurants",Edinburgh,"5 Salisbury Place
Newington
Edinburgh EH9 1SL",,,,,,,,55.9372826,-3.178297,Vincent Cafe,Newington,True,3,3.5,EDH,business,Cafes,EH9
32528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,bDVNj8USiho2WhQO-bpttw,"Fast Food,Restaurants",Edinburgh,"3 London Road
Edinburgh EH7 5AP",,,,,,,,55.9576912188,-3.17136099463,Ruchi Tandoori Takeaway,,True,4,5.0,EDH,business,Fast Food,EH7
32529,False,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'touristy': False, u'trendy': False, u'casual': False}",dressy,,,,True,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,quiet,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",3.0,,False,True,True,True,free,GioTvp5uW1t82GkkiDcjRg,"Thai,Restaurants",Edinburgh,"21 Newington Road
Newington
Edinburgh EH9 1QR","{u'close': u'01:00', u'open': u'18:00'}",,"{u'close': u'01:00', u'open': u'18:00'}",,"{u'close': u'01:00', u'open': u'18:00'}","{u'close': u'01:00', u'open': u'18:00'}","{u'close': u'01:00', u'open': u'18:00'}",55.9387706,-3.1787491,The Wild Elephant,Newington,False,12,3.5,EDH,business,Thai,EH9
32539,True,,,none,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,False,,,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",3.0,no,,False,,True,no,Yg-igagyaX-89nyLKS7RYA,"Food,Coffee & Tea,Cafes,Restaurants",Edinburgh,"14 Marischal Place
Edinburgh EH4 3NF","{u'close': u'16:30', u'open': u'09:30'}","{u'close': u'16:30', u'open': u'09:30'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'16:00', u'open': u'11:00'}","{u'close': u'16:30', u'open': u'09:30'}","{u'close': u'16:30', u'open': u'09:30'}","{u'close': u'16:30', u'open': u'09:30'}",55.9573819,-3.2496302,The Cafe Citron,,True,4,4.0,EDH,business,Cafes,EH4
32542,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,1.0,,,,,,,pNru276cd7PJ4vV7ubYk5Q,"Food,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"1 Montagu Terrace
Leith
Edinburgh EH3 5QX","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}",55.9708317,-3.2083406,Muffins Coffee House,Leith,True,3,4.0,EDH,business,Coffee & Tea,EH3
32543,True,,,,,casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,,,,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",2.0,,True,True,True,,no,FTLOCnLMl1Jeo8uIICLf3g,"Chinese,Restaurants",Edinburgh,"4-5 Bruntsfield Place
The Meadows
Edinburgh EH10 4HN","{u'close': u'00:30', u'open': u'17:30'}","{u'close': u'00:00', u'open': u'17:30'}","{u'close': u'00:30', u'open': u'17:30'}","{u'close': u'00:00', u'open': u'17:30'}","{u'close': u'00:00', u'open': u'17:30'}","{u'close': u'00:00', u'open': u'17:30'}","{u'close': u'00:00', u'open': u'17:30'}",55.9400397,-3.2045317,New Lee On,"The Meadows,Bruntsfield",True,6,3.5,EDH,business,Chinese,EH10
32549,True,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'divey': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,,True,False,True,,no,O0kzMnnv9kgRu5WhuS7bLQ,"Chinese,Restaurants",Edinburgh,"44 Ratcliffe Terrace
Edinburgh EH9 1ST","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'00:30', u'open': u'12:00'}",,"{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}",55.933835,-3.1783672,Kwok Brasserie,,True,4,4.5,EDH,business,Chinese,EH9
32562,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,False,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",4.0,,True,,,,,vJSGkGg689R1BziewRFTSw,"Fast Food,Restaurants",Edinburgh,"108 Raeburn Place
Stockbridge
Edinburgh EH4 1HH",,,,,,,,55.9593279,-3.2142644,Green Kitchen,Stockbridge,True,8,2.5,EDH,business,Fast Food,EH4
32564,True,,,full_bar,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,False,True,,,False,,quiet,,,False,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2.0,,True,,True,,,DABHsgUPVizGHtRIo-vL9g,"Chinese,Restaurants",Edinburgh,"155 Morningside Road
Morningside
Edinburgh EH10 4AX",,,,,,,,55.9294257,-3.2096007,Pine Garden Chinese Restaurant,Morningside,False,7,3.0,EDH,business,Chinese,EH10
32570,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,False,,False,,False,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",False,True,True,,False,True,"{u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': True, u'jukebox': False}",average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,no,False,True,True,True,free,F_ASRRQjDpNx6bX4WqvpDA,"Pubs,Bars,Restaurants,Nightlife,Gastropubs",Edinburgh,"7 Belhaven Terrace
Morningside
Edinburgh EH10 5HZ","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}",55.9252832725,-3.21042153496,Waiting Room,Morningside,True,12,3.5,EDH,business,Gastropubs,EH10
32576,True,,,,,,,,,,,,True,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,,,,,,,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",4.0,,True,True,True,True,no,zYJhXVjEzLz92PVjkos8mA,"Fast Food,Chinese,Restaurants",Edinburgh,"69-71 Slateford Road
Edinburgh EH11 1PR","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'16:30'}",55.9348383,-3.2317227,Taste Good,,True,28,4.0,EDH,business,Chinese,EH11
32578,,,,,,casual,,,,,,,False,,,,,,,,,,,,,,,,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,,,,,hSh0loErDwANcA82DmyzVw,"Burgers,Restaurants",Edinburgh,"10 Princes Street
New Town
Edinburgh EH2 2AN",,,,,,,,55.9532831,-3.190187,Burger King,New Town,False,9,3.0,EDH,business,Burgers,EH2
32579,True,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,False,,,False,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1.0,,True,False,False,,no,FfpqjCdslxLQqeLoT4ws9w,"Fast Food,American (Traditional),Restaurants",Edinburgh,"Waverley Railway Station
Old Town
Edinburgh EH1 1BB","{u'close': u'23:00', u'open': u'07:30'}","{u'close': u'23:00', u'open': u'07:30'}","{u'close': u'23:00', u'open': u'07:30'}","{u'close': u'23:00', u'open': u'07:30'}","{u'close': u'23:00', u'open': u'07:30'}","{u'close': u'23:00', u'open': u'07:30'}","{u'close': u'23:00', u'open': u'07:30'}",55.9519615,-3.189944,Burger King,Old Town,True,7,3.5,EDH,business,American,EH1
32581,True,,,none,,casual,,,,,,,True,,,False,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,,,,,,,,2.0,,True,False,,True,,jvHYL4erEPfYShLML4ROaA,"Fast Food,Middle Eastern,Restaurants",Edinburgh,"252 Gorgie Rd
Edinburgh EH11 2PL","{u'close': u'01:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'01:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}","{u'close': u'00:00', u'open': u'16:00'}",55.9373934,-3.2349465,Kebab Express,,True,5,5.0,EDH,business,Fast Food,EH11
32582,True,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,False,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,False,,,True,,quiet,,,False,,3.0,,False,True,True,False,free,6thw6oE4W40yo4nFD9tQ7g,"Seafood,Restaurants,Italian",Edinburgh,"233-235 Causewayside
Newington
Edinburgh EH9 1PH","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",,"{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9349246,-3.1790593,The New Bell,Newington,True,6,4.0,EDH,business,Italian,EH9
32585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59n9g2JDT7z4uGkbWyG-OQ,"Food,Food Delivery Services,Indian,Fast Food,Restaurants",Edinburgh,"53 Raeburn Place
Stockbridge
Edinburgh EH4 1HX","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9590914,-3.2123244,Sitara Spice,Stockbridge,True,3,4.5,EDH,business,Indian,EH4
32586,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,True,True,,,False,,average,,,False,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2.0,outdoor,True,True,True,,,94Ip7RLPpCZ7_RxDhoU8dA,"Restaurants,Italian",Edinburgh,"103-105 Causewayside
Newington
Edinburgh EH9 1QG","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9375003,-3.1807669,Sambuca Restaurant,Newington,True,10,4.0,EDH,business,Italian,EH9
32589,True,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,False,,False,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",False,True,False,,False,,"{u'dj': False, u'background_music': False, u'jukebox': True, u'live': False, u'video': False, u'karaoke': False}",very_loud,,,False,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2.0,no,False,True,True,True,,-aQiJlBuJsUcBCVgdW3u6A,"Pubs,Bars,Restaurants,Nightlife,Gastropubs",Edinburgh,"Unit 8 Omni Center
Greenside Place
New Town
Edinburgh EH1 3BN","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'01:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}","{u'close': u'00:00', u'open': u'10:00'}",55.9571471,-3.1850104,Slug & Lettuce,New Town,True,28,3.0,EDH,business,Gastropubs,EH1
32596,,,,none,,casual,,,,,,,,,,,,,,True,,,,,,,,,,1.0,,True,False,,,,LBd9WVnJm1Hkb1IzB86fHQ,"Fish & Chips,Restaurants",Edinburgh,"87 Grassmarket
Grassmarket
Edinburgh EH1 2HJ","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'16:30'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}","{u'close': u'00:00', u'open': u'11:00'}",55.947521,-3.1947558,Castle Rock Chip Shop,"Grassmarket,Old Town",True,6,3.5,EDH,business,Fish & Chips,EH1
